doc_id,source_type,supplier,raw_item_name,spec,unit,prev_unit_price,new_unit_price,effective_date
DOC-000249,IMAGE,대양수산(예시),토마토살사S/O,4kg/PK,PK,51000,52500,2026-09-09
DOC-000250,IMAGE,정성F&B(예시),나초칩454G,454g×12PK/BOX,BOX,52000,54100,2026-12-15
DOC-000251,PDF,한결유통(예시),자스민쌀10K,10kg/PO,PO,53000,53700,2025-08-24
DOC-000252,PDF,정성F&B(예시),방울토마토2kg,2kg/PK,PK,17500,17800,2026-10-19
DOC-000253,PDF,한빛유통(예시),라임30과,30EA/BOX,BOX,38000,40600,2025-04-24
DOC-000254,XLSX,가온푸드(예시),냉동돈전지,10kg/BOX,BOX,81500,86200,2025-05-17
DOC-000255,XLSX,바다원(예시),종이보울500,500EA/BOX,BOX,37000,37900,2026-12-25
DOC-000256,PDF,가온푸드(예시),냉동오징어2K,2kg×5PK/BOX,BOX,115000,122500,2026-03-05
DOC-000257,XLSX,그린팜(예시),밀또띠아10인치,12매×10PK/BOX,BOX,63500,69400,2026-11-03
DOC-000258,PDF,동해상사(예시),냉동오징어2K,2kg×5PK/BOX,BOX,95000,96300,2025-12-28
DOC-000259,PDF,동해상사(예시),스모크BBQ소스,2kg×6PK/BOX,BOX,46000,48400,2025-07-31
DOC-000260,IMAGE,한빛유통(예시),냉동새우살900,900g×10PK/BOX,BOX,158000,174600,2025-07-04
DOC-000261,PDF,새봄식품(예시),토마토살사S/O,4kg/PK,PK,33500,35700,2026-08-18
DOC-000262,수기,온누리농산(예시),소불고기감2kg,2kg×4PK/BOX,BOX,73500,78800,2025-03-09
DOC-000263,XLSX,한빛유통(예시),밀또띠아10인치,12매×10PK/BOX,BOX,47500,49600,2025-03-07
DOC-000264,PDF,대양수산(예시),냉동돈전지,10kg/BOX,BOX,83500,85800,2026-03-23
DOC-000265,PDF,대양수산(예시),방울토마토2kg,2kg/PK,PK,24500,26500,2026-10-29
DOC-000266,XLSX,한빛유통(예시),토마토살사S/O,4kg/PK,PK,64500,68900,2025-06-22
DOC-000267,PDF,가온푸드(예시),할라피뇨슬라이스,3kg×6CAN/BOX,BOX,49500,51900,2026-07-20
DOC-000268,PDF,정성F&B(예시),스모크BBQ소스,2kg×6PK/BOX,BOX,31500,36500,2026-05-16
DOC-000269,PDF,한빛유통(예시),토마토살사S/O,4kg/PK,PK,47000,48700,2025-05-24
DOC-000270,PDF,대양수산(예시),블랙빈2.5K,2.5kg×6CAN/BOX,BOX,30500,31600,2026-05-26
DOC-000271,XLSX,푸른포장(예시),토마토살사S/O,4kg/PK,PK,51500,54200,2025-12-27
DOC-000272,XLSX,정성F&B(예시),스모크BBQ소스,2kg×6PK/BOX,BOX,73500,89900,2026-01-12
DOC-000273,IMAGE,온누리농산(예시),고수1kg,1kg/단,단,9000,9500,2026-03-11
DOC-000274,PDF,바다원(예시),방울토마토2kg,2kg/PK,PK,20000,20600,2025-05-08
DOC-000275,IMAGE,새봄식품(예시),모짜렐라2K,2kg×4PK/BOX,BOX,104000,103900,2025-09-17
DOC-000276,XLSX,바다원(예시),모짜렐라2K,2kg×4PK/BOX,BOX,98000,104700,2026-05-29
DOC-000277,XLSX,정성F&B(예시),고수1kg,기존 10kg / 변경 9kg,단,31000,39200,2026-06-22
DOC-000278,XLSX,동해상사(예시),모짜렐라2K,2kg×4PK/BOX,BOX,89500,96000,2025-05-24
DOC-000279,XLSX,한빛유통(예시),할라피뇨슬라이스,3kg×6CAN/BOX,BOX,30500,38100,2026-03-09
DOC-000280,PDF,새봄식품(예시),슈레드치즈2.5K,2.5kg×4PK/BOX,BOX,70500,77500,2025-03-25
DOC-000281,IMAGE,대양수산(예시),로메인쉬레드,1kg/PK,PK,14500,15500,2026-07-06
DOC-000282,XLSX,한결유통(예시),허브염지닭정육,2kg×6PK/BOX,BOX,100500,107500,2026-11-11
DOC-000283,PDF,새봄식품(예시),방울토마토2kg,2kg/PK,PK,18000,18600,2026-03-22
DOC-000284,PDF,대양수산(예시),할라피뇨슬라이스,3kg×6CAN/BOX,BOX,58000,64600,2026-11-08
DOC-000285,XLSX,한빛유통(예시),토마토살사S/O,4kg/PK,PK,61000,66000,2025-01-11
DOC-000286,PDF,그린팜(예시),사워크림1K,1kg×6PK/BOX,BOX,100500,100700,2025-04-02
DOC-000287,PDF,대양수산(예시),아보카도30입,30EA/BOX,BOX,24500,25600,2025-03-23
DOC-000288,PDF,가온푸드(예시),스모크BBQ소스,2kg×6PK/BOX,BOX,72500,72700,2025-08-31
DOC-000289,PDF,정성F&B(예시),할라피뇨슬라이스,3kg×6CAN/BOX,BOX,67000,79400,
DOC-000290,XLSX,푸른포장(예시),로메인쉬레드,1kg/PK,PK,40000,41100,
DOC-000291,PDF,새봄식품(예시),할라피뇨슬라이스,3kg×6CAN/BOX,BOX,47000,52400,2025-09-16
DOC-000292,XLSX,한빛유통(예시),사워크림1K,1kg×6PK/BOX,BOX,76000,78400,2026-05-11
DOC-000293,PDF,바다원(예시),냉감튀2K,2kg×6PK/BOX,BOX,55000,54900,2025-01-09
DOC-000294,PDF,푸른포장(예시),스모크BBQ소스,2kg×6PK/BOX,BOX,30500,37500,2025-11-18
DOC-000295,PDF,온누리농산(예시),허브염지닭정육,2kg×6PK/BOX,BOX,87500,96100,2026-11-10
DOC-000296,PDF,새봄식품(예시),종이보울500,500EA/BOX,BOX,47000,51600,2026-09-15
DOC-000297,PDF,미래식자재(예시),아보카도30입,30EA/BOX,BOX,15500,16300,2025-06-24
DOC-000298,XLSX,가온푸드(예시),로메인쉬레드,1kg/PK,PK,27000,33400,2025-05-25
DOC-000299,PDF,새봄식품(예시),냉동돈전지,10kg/BOX,BOX,100500,106200,
